day,timestamp,product,option_mid,strike,spot,ttm_years,moneyness,implied_vol
0,0,VEV_4000,1250.0,4000.0,5250.0,0.0136986301369863,-0.2719337154836418,1e-06
0,0,VEV_4500,750.0,4500.0,5250.0,0.0136986301369863,-0.15415067982725836,1e-06
0,0,VEV_5000,257.0,5000.0,5250.0,0.0136986301369863,-0.048790164169432056,0.30273008042130245
0,0,VEV_5100,171.5,5100.0,5250.0,0.0136986301369863,-0.028987536873252298,0.30364466694633474
0,0,VEV_5200,101.5,5200.0,5250.0,0.0136986301369863,-0.009569451016150672,0.3026028617830537
0,0,VEV_5300,53.0,5300.0,5250.0,0.0136986301369863,0.009478743954543739,0.30604700373386223
0,0,VEV_5400,23.0,5400.0,5250.0,0.0136986301369863,0.028170876966696224,0.3034284790803269
0,0,VEV_5500,8.5,5500.0,5250.0,0.0136986301369863,0.04652001563489291,0.3033748907901011
0,0,VEV_6000,0.5,6000.0,5250.0,0.0136986301369863,0.13353139262452257,0.44703366024631264
0,0,VEV_6500,0.5,6500.0,5250.0,0.0136986301369863,0.2135741002980591,0.6773021521908045
0,2000,VEV_4000,1247.5,4000.0,5247.5,0.0136986301369863,-0.2714574115927604,1e-06
0,2000,VEV_5000,255.0,5000.0,5247.5,0.0136986301369863,-0.04831386027855058,0.30581152818119156
0,2000,VEV_5100,170.0,5100.0,5247.5,0.0136986301369863,-0.028511232982370963,0.30643272021422163
0,2000,VEV_5200,100.5,5200.0,5247.5,0.0136986301369863,-0.009093147125269365,0.30483479451318457
0,2000,VEV_5300,52.0,5300.0,5247.5,0.0136986301369863,0.009955047845425238,0.3060469664809667
0,2000,VEV_5400,22.5,5400.0,5247.5,0.0136986301369863,0.0286471808575778,0.3036659290364607
0,2000,VEV_5500,8.5,5500.0,5247.5,0.0136986301369863,0.046996319525774134,0.30568009996574746
0,2000,VEV_6000,0.5,6000.0,5247.5,0.0136986301369863,0.13400769651540398,0.44846312835374474
0,2000,VEV_6500,0.5,6500.0,5247.5,0.0136986301369863,0.21405040418894045,0.6786751449086069
0,4000,VEV_4000,1242.0,4000.0,5242.0,0.0136986301369863,-0.2704087437813239,1e-06
0,4000,VEV_4500,742.0,4500.0,5242.0,0.0136986301369863,-0.15262570812494056,1e-06
0,4000,VEV_5000,250.0,5000.0,5242.0,0.0136986301369863,-0.04726519246711419,0.30597030002195763
0,4000,VEV_5100,165.5,5100.0,5242.0,0.0136986301369863,-0.02746256517093454,0.30549877149673543
0,4000,VEV_5200,97.5,5200.0,5242.0,0.0136986301369863,-0.008044479313832899,0.3061387483023388
0,4000,VEV_5300,49.5,5300.0,5242.0,0.0136986301369863,0.011003715656861634,0.3045764177429844
0,4000,VEV_5400,21.5,5400.0,5242.0,0.0136986301369863,0.029695848669014126,0.3045809160301201
0,4000,VEV_5500,8.0,5500.0,5242.0,0.0136986301369863,0.048044987337210604,0.3059036173389518
0,4000,VEV_6000,0.5,6000.0,5242.0,0.0136986301369863,0.13505636432684032,0.45160906087580327
0,4000,VEV_6500,0.5,6500.0,5242.0,0.0136986301369863,0.21509907200037687,0.6816970997943282
0,6000,VEV_4000,1239.5,4000.0,5239.5,0.0136986301369863,-0.26993171281296874,1e-06
0,6000,VEV_5000,247.0,5000.0,5239.5,0.0136986301369863,-0.04678816149875888,0.2986571282203273
0,6000,VEV_5100,163.0,5100.0,5239.5,0.0136986301369863,-0.026985534202579257,0.30248901693430175
0,6000,VEV_5200,95.5,5200.0,5239.5,0.0136986301369863,-0.007567448345477642,0.30396889752261524
0,6000,VEV_5300,49.0,5300.0,5239.5,0.0136986301369863,0.011480746625216866,0.30653468138929835
0,6000,VEV_5400,20.5,5400.0,5239.5,0.0136986301369863,0.030172879637369445,0.3017710605051219
0,6000,VEV_5500,7.5,5500.0,5239.5,0.0136986301369863,0.04852201830556601,0.30317352026329203
0,6000,VEV_6000,0.5,6000.0,5239.5,0.0136986301369863,0.1355333952951957,0.45303942305272815
0,6000,VEV_6500,0.5,6500.0,5239.5,0.0136986301369863,0.21557610296873206,0.6830712846047879
0,8000,VEV_5000,242.0,5000.0,5233.5,0.0136986301369863,-0.045642357878701044,0.3031071914827936
0,8000,VEV_5100,158.5,5100.0,5233.5,0.0136986301369863,-0.025839730582521335,0.3033805904831179
0,8000,VEV_5200,91.5,5200.0,5233.5,0.0136986301369863,-0.006421644725419757,0.30192059362779555
0,8000,VEV_5300,46.0,5300.0,5233.5,0.0136986301369863,0.012626550245274717,0.30329347458691147
0,8000,VEV_5400,19.5,5400.0,5233.5,0.0136986301369863,0.03131868325742726,0.30285193464259447
0,8000,VEV_5500,7.0,5500.0,5233.5,0.0136986301369863,0.049667821925623794,0.3033437846223302
0,8000,VEV_6000,0.5,6000.0,5233.5,0.0136986301369863,0.13667919891525354,0.4564736929862201
0,8000,VEV_6500,0.5,6500.0,5233.5,0.0136986301369863,0.21672190658878995,0.6863715931259393
0,10000,VEV_4000,1232.5,4000.0,5232.5,0.0136986301369863,-0.26859481421812714,1e-06
0,10000,VEV_5000,241.0,5000.0,5232.5,0.0136986301369863,-0.04545126290391742,0.3021864489167743
0,10000,VEV_5100,158.0,5100.0,5232.5,0.0136986301369863,-0.02564863560773769,0.3048384546101709
0,10000,VEV_5200,91.5,5200.0,5232.5,0.0136986301369863,-0.006230549750636086,0.3043308373424
0,10000,VEV_5300,46.0,5300.0,5232.5,0.0136986301369863,0.012817645220058302,0.3048848996576779
0,10000,VEV_5400,19.5,5400.0,5232.5,0.0136986301369863,0.03150977823221087,0.3040021084789838
0,10000,VEV_5500,7.0,5500.0,5232.5,0.0136986301369863,0.049858916900407425,0.30423172601383186
0,10000,VEV_6000,0.5,6000.0,5232.5,0.0136986301369863,0.13687029389003727,0.4570463444963695
0,10000,VEV_6500,0.5,6500.0,5232.5,0.0136986301369863,0.2169130015635736,0.6869220419103504
0,12000,VEV_4000,1237.5,4000.0,5237.5,0.0136986301369863,-0.26954992412836554,1e-06
0,12000,VEV_5000,246.0,5000.0,5237.5,0.0136986301369863,-0.0464063728141558,0.3067817798453755
0,12000,VEV_5100,162.0,5100.0,5237.5,0.0136986301369863,-0.02660374551797602,0.30556591052771165
0,12000,VEV_5200,94.0,5200.0,5237.5,0.0136986301369863,-0.007185659660874486,0.3026204078968502
0,12000,VEV_5300,48.0,5300.0,5237.5,0.0136986301369863,0.011862535309819948,0.3054977191024367
0,12000,VEV_5400,20.5,5400.0,5237.5,0.0136986301369863,0.030554668321972667,0.3041052617467176
0,12000,VEV_5500,7.5,5500.0,5237.5,0.0136986301369863,0.048903806990169156,0.3049728537440337
0,12000,VEV_6000,0.5,6000.0,5237.5,0.0136986301369863,0.1359151839797989,0.4541841300266981
0,12000,VEV_6500,0.5,6500.0,5237.5,0.0136986301369863,0.21595789165333532,0.684171288104117
0,14000,VEV_4000,1240.5,4000.0,5240.5,0.0136986301369863,-0.2701225525082044,1e-06
0,14000,VEV_5000,248.0,5000.0,5240.5,0.0136986301369863,-0.04697900119399465,0.299554159318339
0,14000,VEV_5100,164.0,5100.0,5240.5,0.0136986301369863,-0.02717637389781485,0.30369433436930554
0,14000,VEV_5200,95.5,5200.0,5240.5,0.0136986301369863,-0.0077582880407132924,0.30148002225876236
0,14000,VEV_5300,49.0,5300.0,5240.5,0.0136986301369863,0.01128990692998116,0.30490149116602633
0,14000,VEV_5400,21.0,5400.0,5240.5,0.0136986301369863,0.029982039942133686,0.30348700337921086
0,14000,VEV_5500,7.5,5500.0,5240.5,0.0136986301369863,0.0483311786103302,0.3022733040427118
0,14000,VEV_6000,0.5,6000.0,5240.5,0.0136986301369863,0.13534255559996006,0.4524672185773254
0,14000,VEV_6500,0.5,6500.0,5240.5,0.0136986301369863,0.21538526327349639,0.6825217298898698
0,16000,VEV_4000,1242.5,4000.0,5242.5,0.0136986301369863,-0.2705041226740473,1e-06
0,16000,VEV_5000,250.0,5000.0,5242.5,0.0136986301369863,-0.047360571359837574,0.30134585595549646
0,16000,VEV_5100,166.0,5100.0,5242.5,0.0136986301369863,-0.027557944063657906,0.3060993161124159
0,16000,VEV_5200,97.5,5200.0,5242.5,0.0136986301369863,-0.008139858206556256,0.3048834933608715
